t,TSolarSeg,TSolarReturn,TAmbient,Radiation_Hor,dmSolar
215.21875,10.157129999999995,9.999990000000025,10.588890000000049,28.08935,0.01
215.22917,10.239770000000021,9.999990000000025,10.800010000000043,43.0,0.01
215.23958,10.324150000000031,9.999990000000025,11.002499999999998,58.16934,0.01
215.25000,10.411609999999996,9.999990000000025,11.205010000000016,73.62179,0.01
215.26042,10.50015000000002,9.999990000000025,11.429990000000032,89.51334,0.01
215.27083,10.591610000000003,9.999990000000025,11.70001000000002,106.0,0.01
215.28125,10.687400000000025,9.999990000000025,11.999990000000025,122.93965,0.01
215.29167,10.783929999999998,9.999990000000025,12.300010000000043,140.08621,0.01
215.30208,10.88214000000005,9.999990000000025,12.600000000000023,157.43965,0.01
215.31250,10.983390000000043,9.999990000000025,12.899990000000003,175.0,0.01
215.32292,11.087850000000003,9.999990000000025,13.20001000000002,193.71713,0.01
215.33333,11.196830000000034,9.999990000000025,13.499990000000025,213.66524,0.01
215.34375,11.307980000000043,9.999990000000025,13.800010000000043,233.53072,0.01
215.35417,11.408749999999998,9.999990000000025,14.100000000000023,252.0,0.01
215.36458,11.503840000000025,9.999990000000025,14.399990000000003,267.95889,0.01
215.37500,11.584500000000048,9.999990000000025,14.70001000000002,281.72369,0.01
215.38542,11.657500000000027,9.999990000000025,14.999990000000025,294.12665,0.01
215.39583,11.72738000000004,9.999990000000025,15.300010000000043,306.0,0.01
215.40625,11.797270000000026,9.999990000000025,15.582820000000027,318.25876,0.01
215.41667,11.865170000000035,9.999990000000025,15.837490000000003,329.97076,0.01
215.42708,11.91909000000004,9.999990000000025,16.073450000000037,339.19736,0.01
215.43750,11.951990000000023,9.999990000000025,16.300010000000043,344.0,0.01
215.44792,11.967800000000011,9.999990000000025,16.518760000000043,345.44736,0.01
215.45833,11.97750000000002,9.999990000000025,16.725000000000023,346.24854,0.01
215.46875,11.98651000000001,9.999990000000025,16.91876000000002,346.92545,0.01
215.47917,11.996700000000033,9.999990000000025,17.100000000000023,348.0,0.01
215.48958,12.008690000000001,9.999990000000025,17.27343000000002,349.4808,0.01
215.50000,12.020680000000027,9.999990000000025,17.437490000000025,351.00146,0.01
215.51042,12.031640000000039,9.999990000000025,17.582820000000027,352.52139,0.01
215.52083,12.042169999999999,9.999990000000025,17.70001000000002,354.0,0.01
215.53125,12.052390000000003,9.999990000000025,17.800010000000043,355.29688,0.01
215.54167,12.057150000000036,9.999990000000025,17.899990000000003,356.18054,0.01
215.55208,12.06194000000005,9.999990000000025,17.999990000000025,356.47397,0.01
215.56250,12.06268,9.999990000000025,18.100000000000023,356.0,0.01
215.57292,12.048490000000015,9.999990000000025,18.20001000000002,352.67731,0.01
215.58333,12.015890000000013,9.999990000000025,18.300010000000043,345.3895,0.01
215.59375,11.968290000000025,9.999990000000025,18.399990000000003,335.40692,0.01
215.60417,11.911890000000028,9.999990000000025,18.499990000000025,324.0,0.01
215.61458,11.851620000000025,9.999990000000025,18.57842000000005,312.15036,0.01
215.62500,11.789360000000045,9.999990000000025,18.617490000000032,299.76328,0.01
215.63542,11.71929,9.999990000000025,18.62283000000002,286.49457,0.01
215.64583,11.644620000000032,9.999990000000025,18.600000000000023,272.0,0.01
215.65625,11.564810000000023,9.999990000000025,18.552850000000035,256.74039,0.01
215.66667,11.482230000000015,9.999990000000025,18.484280000000012,241.19658,0.01
215.67708,11.39572000000004,9.999990000000025,18.398580000000038,225.05449,0.01
215.68750,11.30462,9.999990000000025,18.300010000000043,208.0,0.01
215.69792,11.211210000000051,9.999990000000025,18.194090000000017,190.33998,0.01
215.70833,11.115930000000048,9.999990000000025,18.07946000000004,172.60535,0.01
215.71875,11.019130000000018,9.999990000000025,17.95010000000002,154.81804,0.01
215.72917,10.92208000000005,9.999990000000025,17.800010000000043,137.0,0.01
215.73958,10.825040000000001,9.999990000000025,17.624600000000044,119.0822,0.01
215.75000,10.726500000000044,9.999990000000025,17.428120000000035,101.04529,0.01
215.76042,10.627280000000042,9.999990000000025,17.217579999999998,82.98573,0.01
215.77083,10.529320000000041,9.999990000000025,16.999990000000025,65.0,0.01
215.78125,10.434840000000008,9.999990000000025,16.751950000000022,47.38688,0.01
215.79167,10.340360000000032,9.999990000000025,16.473960000000034,31.28167,0.01
215.80208,10.262540000000001,9.999990000000025,16.208979999999997,18.03563,0.01
215.81250,10.209220000000016,9.999990000000025,15.999990000000025,9.0,0.01
215.82292,10.176630000000046,9.999990000000025,15.85626000000002,3.94875,0.01
215.83333,10.159109999999998,9.999990000000025,15.741660000000024,1.26,0.01
215.84375,10.149410000000046,9.999990000000025,15.631250000000023,0.19125,0.01
215.85417,10.14468000000005,9.999990000000025,15.499990000000025,0.0,0.01
215.86458,10.141260000000045,9.999990000000025,15.350000000000023,0.0,0.01
215.87500,10.137410000000045,9.999990000000025,15.20001000000002,0.0,0.01
215.88542,10.133510000000001,9.999990000000025,15.050010000000043,0.0,0.01
215.89583,10.129600000000039,9.999990000000025,14.899990000000003,0.0,0.01
215.90625,10.12560000000002,9.999990000000025,14.749990000000025,0.0,0.01
215.91667,10.121550000000013,9.999990000000025,14.600000000000023,0.0,0.01
215.92708,10.117520000000013,9.999990000000025,14.45001000000002,0.0,0.01
215.93750,10.113490000000013,9.999990000000025,14.300010000000043,0.0,0.01
215.94792,10.109460000000013,9.999990000000025,14.135160000000042,0.0,0.01
215.95833,10.105890000000045,9.999990000000025,13.952080000000024,0.0,0.01
215.96875,10.10241000000002,9.999990000000025,13.767970000000048,0.0,0.01
215.97917,10.098960000000034,9.999990000000025,13.600000000000023,0.0,0.01
215.98958,10.095510000000047,9.999990000000025,13.499780000000044,0.0,0.01
216.00000,10.092030000000022,9.999990000000025,13.470240000000047,0.0,0.01
216.01042,10.08859000000001,9.999990000000025,13.45559000000003,0.0,0.01
216.02083,10.085140000000024,9.999990000000025,13.399990000000003,0.0,0.01
216.03125,10.08166,9.999990000000025,13.243830000000003,0.0,0.01
216.03854,10.079250000000002,9.999990000000025,13.089040000000011,0.0,0.01
216.03854,10.079250000000002,9.999990000000025,13.089040000000011,0.0,0.01
216.04167,10.08071000000001,9.999990000000025,13.019860000000051,0.0,0.01
216.05208,10.075040000000001,9.999990000000025,12.810969999999998,0.0,0.01
216.06250,10.07211000000001,9.999990000000025,12.70001000000002,0.0,0.01
216.07292,10.072930000000042,9.999990000000025,12.715200000000038,0.0,0.01
216.08333,10.074400000000026,9.999990000000025,12.791560000000004,0.0,0.01
216.09375,10.07552000000004,9.999990000000025,12.872160000000008,0.0,0.01
216.10417,10.07614000000001,9.999990000000025,12.899990000000003,0.0,0.01
216.11458,10.07632000000001,9.999990000000025,12.877650000000017,0.0,0.01
216.12500,10.075739999999996,9.999990000000025,12.849570000000028,0.0,0.01
216.13542,10.07519000000002,9.999990000000025,12.821709999999996,0.0,0.01
216.14583,10.074640000000045,9.999990000000025,12.800010000000043,0.0,0.01
216.15625,10.074910000000045,9.999990000000025,12.786609999999996,0.0,0.01
216.16667,10.07665000000003,9.999990000000025,12.780940000000044,0.0,0.01
216.17708,10.078360000000032,9.999990000000025,12.78481000000005,0.0,0.01
216.18750,10.080070000000035,9.999990000000025,12.800010000000043,0.0,0.01
216.19792,10.093440000000044,9.999990000000025,12.853570000000047,3.03516,0.01
216.20833,10.13619,9.999990000000025,12.971429999999998,11.17708,0.01
216.21875,10.199490000000026,9.999990000000025,13.153560000000027,22.98047,0.01
216.22917,10.278160000000014,9.999990000000025,13.399990000000003,37.0,0.01
216.23958,10.370750000000044,9.999990000000025,13.69195000000002,53.83894,0.01
216.25000,10.479150000000004,9.999990000000025,13.999990000000025,73.25801,0.01
216.26042,10.58770000000004,9.999990000000025,14.308040000000005,92.54808,0.01
216.27083,10.682700000000011,9.999990000000025,14.600000000000023,109.0,0.01
216.28125,10.75872000000004,9.999990000000025,14.875850000000014,122.03786,0.01
216.29167,10.827359999999999,9.999990000000025,15.148680000000013,133.72116,0.01
216.30208,10.895230000000026,9.999990000000025,15.422140000000013,145.29387,0.01
216.31250,10.970000000000027,9.999990000000025,15.70001000000002,158.0,0.01
216.32292,11.055930000000046,9.999990000000025,15.991020000000049,173.23814,0.01
216.33333,11.150630000000035,9.999990000000025,16.294790000000035,190.44754,0.01
216.34375,11.248649999999998,9.999990000000025,16.60116000000005,207.93318,0.01
216.35417,11.340110000000038,9.999990000000025,16.899990000000003,224.0,0.01
216.36458,11.412680000000023,9.999990000000025,17.184990000000028,236.03882,0.01
216.37500,11.456810000000019,9.999990000000025,17.44332000000003,243.0611,0.01
216.38542,11.478110000000015,9.999990000000025,17.654989999999998,245.80283,0.01
216.39583,11.47451000000001,9.999990000000025,17.800010000000043,245.0,0.01
216.40625,11.418700000000001,9.999990000000025,17.86062000000004,231.63741,0.01
216.41667,11.28564,9.999990000000025,17.86501000000004,205.52956,0.01
216.42708,11.153189999999995,9.999990000000025,17.86187000000001,180.65692,0.01
216.43750,11.098659999999995,9.999990000000025,17.899990000000003,171.0,0.01
216.44792,11.11483000000004,9.999990000000025,17.975000000000023,174.3383,0.01
216.45833,11.141440000000046,9.999990000000025,18.050010000000043,179.12436,0.01
216.46875,11.176540000000045,9.999990000000025,18.124990000000025,185.34824,0.01
216.47917,11.216790000000003,9.999990000000025,18.20001000000002,193.0,0.01
216.48958,11.260280000000023,9.999990000000025,18.274990000000003,201.03685,0.01
216.50000,11.304130000000043,9.999990000000025,18.350000000000023,208.98589,0.01
216.51042,11.352110000000039,9.999990000000025,18.425010000000043,217.69197,0.01
216.52083,11.407010000000014,9.999990000000025,18.499990000000025,228.0,0.01
216.53125,11.468590000000006,9.999990000000025,18.590630000000033,239.64046,0.01
216.54167,11.533749999999998,9.999990000000025,18.70834000000002,251.65059,0.01
216.55208,11.601130000000012,9.999990000000025,18.84689000000003,263.83542,0.01
216.56250,11.672510000000045,9.999990000000025,18.999990000000025,276.0,0.01
216.57292,11.744010000000003,9.999990000000025,19.167500000000018,289.87845,0.01
216.58333,11.824090000000012,9.999990000000025,19.346670000000017,305.16974,0.01
216.59375,11.901640000000043,9.999990000000025,19.52749,318.62616,0.01
216.60417,11.950400000000002,9.999990000000025,19.70001000000002,327.0,0.01
216.61458,11.94869,9.999990000000025,19.86196000000001,324.9288,0.01
216.62500,11.89468000000005,9.999990000000025,20.01687000000004,312.97681,0.01
216.63542,11.815060000000017,9.999990000000025,20.163350000000037,296.78644,0.01
216.64583,11.740589999999997,9.999990000000025,20.300010000000043,282.0,0.01
216.65625,11.679220000000043,9.999990000000025,20.412650000000042,269.78821,0.01
216.66667,11.616390000000024,9.999990000000025,20.494200000000035,257.38885,0.01
216.67708,11.551510000000007,9.999990000000025,20.55361000000005,244.54507,0.01
216.68750,11.48290000000003,9.999990000000025,20.600000000000023,231.0,0.01
216.69792,11.373530000000017,9.999990000000025,20.63348000000002,209.26253,0.01
216.70833,11.215020000000038,9.999990000000025,20.646420000000035,178.18143,0.01
216.71875,11.055170000000032,9.999990000000025,20.636160000000018,147.00961,0.01
216.72917,10.934380000000033,9.999990000000025,20.600000000000023,125.0,0.01
216.73958,10.863950000000045,9.999990000000025,20.535150000000044,112.41386,0.01
216.75000,10.806970000000035,9.999990000000025,20.443750000000023,102.03118,0.01
216.76042,10.750879999999995,9.999990000000025,20.330470000000048,91.8829,0.01
216.77083,10.686400000000049,9.999990000000025,20.20001000000002,80.0,0.01
216.78125,10.607169999999996,9.999990000000025,20.060140000000047,65.29318,0.01
216.79167,10.52072000000004,9.999990000000025,19.906240000000025,49.27172,0.01
216.80208,10.43670000000003,9.999990000000025,19.724210000000028,33.8644,0.01
216.81250,10.364010000000007,9.999990000000025,19.499990000000025,21.0,0.01
216.82292,10.306420000000003,9.999990000000025,19.234370000000013,11.55937,0.01
216.83333,10.263450000000034,9.999990000000025,18.95001000000002,5.025,0.01
216.84375,10.235310000000027,9.999990000000025,18.665610000000015,1.22812,0.01
216.85417,10.219840000000033,9.999990000000025,18.399990000000003,0.0,0.01
216.86458,10.212880000000041,9.999990000000025,18.149990000000003,0.0,0.01
216.87500,10.207270000000051,9.999990000000025,17.899990000000003,0.0,0.01
216.88542,10.201200000000028,9.999990000000025,17.649990000000003,0.0,0.01
216.89583,10.19476000000003,9.999990000000025,17.399990000000003,0.0,0.01
216.90625,10.188260000000014,9.999990000000025,17.149990000000003,0.0,0.01
216.91667,10.181790000000035,9.999990000000025,16.899990000000003,0.0,0.01
216.92708,10.17532,9.999990000000025,16.649990000000003,0.0,0.01
216.93750,10.16885000000002,9.999990000000025,16.399990000000003,0.0,0.01
216.94792,10.162350000000004,9.999990000000025,16.145320000000027,0.0,0.01
216.95833,10.155880000000025,9.999990000000025,15.88751000000002,0.0,0.01
216.96875,10.149410000000046,9.999990000000025,15.635950000000037,0.0,0.01
216.97917,10.142910000000029,9.999990000000025,15.399990000000003,0.0,0.01
216.98958,10.13748000000004,9.999990000000025,15.185940000000016,0.0,0.01
217.00000,10.13223000000005,9.999990000000025,14.987510000000043,0.0,0.01
217.01042,10.127010000000041,9.999990000000025,14.795310000000029,0.0,0.01
217.02083,10.121790000000033,9.999990000000025,14.600000000000023,0.0,0.01
